12;SAVANNAH;WHITE_TIGER
26;TUNDRA;TARSIER,MONKEY
16;SAVANNAH;LEOPARD
23;TUNDRA;SNAKE,JACKALOPE,MONKEY
1;JUNGLE;WHITE_TIGER,BUFFALO
21;TUNDRA;LEOPARD,WHITE_TIGER
30;TUNDRA;LEOPARD,JACKALOPE,WHITE_TIGER
27;TUNDRA;WHITE_TIGER,GORILLA
21;TUNDRA;LEOPARD,WHITE_TIGER
23;TUNDRA;OWL
22;TUNDRA;WHITE_GORILLA
5;JUNGLE;LEOPARD,MONKEY
6;JUNGLE;GORILLA,JACKALOPE
4;JUNGLE;JACKALOPE,BUFFALO,GORILLA
3;JUNGLE;LYNX
25;TUNDRA;TARSIER,JACKALOPE
3;JUNGLE;LYNX,OWL
29;TUNDRA;SNAKE
28;TUNDRA;TARSIER
28;TUNDRA;MONKEY
7;JUNGLE;JACKALOPE,TIGER,GORILLA
6;JUNGLE;WHITE_TIGER
1;JUNGLE;SNAKE,GORILLA,MONKEY
3;JUNGLE;WHITE_GORILLA,TARSIER
19;SAVANNAH;TARSIER,TURTLE
7;JUNGLE;OWL
20;SAVANNAH;WHITE_GORILLA,GORILLA,LYNX
22;TUNDRA;SNAKE
17;SAVANNAH;MONKEY,WHITE_GORILLA
16;SAVANNAH;TIGER,OWL
6;JUNGLE;BUFFALO
8;JUNGLE;LYNX
9;JUNGLE;JACKALOPE,BUFFALO,TARSIER
27;TUNDRA;TURTLE
27;TUNDRA;TIGER
27;TUNDRA;SNAKE,TARSIER
8;JUNGLE;WHITE_GORILLA,JACKALOPE,TARSIER
3;JUNGLE;TURTLE
3;JUNGLE;GORILLA
13;SAVANNAH;OWL,TIGER
20;SAVANNAH;OWL,TARSIER
26;TUNDRA;WHITE_GORILLA
11;SAVANNAH;SNAKE,LYNX
30;TUNDRA;JACKALOPE,WHITE_GORILLA,OWL
13;SAVANNAH;WHITE_GORILLA,BUFFALO,MONKEY
26;TUNDRA;TIGER,SNAKE
15;SAVANNAH;WHITE_GORILLA
19;SAVANNAH;LYNX
8;JUNGLE;LEOPARD
5;JUNGLE;WHITE_GORILLA,MONKEY
21;TUNDRA;TURTLE
1;JUNGLE;WHITE_GORILLA,MONKEY,WHITE_TIGER
24;TUNDRA;MONKEY
28;TUNDRA;WHITE_TIGER
