10;JUNGLE;LEOPARD
1;JUNGLE;OWL
29;TUNDRA;BUFFALO,WHITE_GORILLA,WHITE_TIGER
6;JUNGLE;BUFFALO,SNAKE
3;JUNGLE;SNAKE,JACKALOPE
14;SAVANNAH;TURTLE
19;SAVANNAH;MONKEY
26;TUNDRA;GORILLA,LYNX,SNAKE
14;SAVANNAH;BUFFALO,TARSIER
14;SAVANNAH;WHITE_TIGER,JACKALOPE,WHITE_GORILLA
22;TUNDRA;SNAKE
7;JUNGLE;TURTLE,WHITE_TIGER
2;JUNGLE;WHITE_TIGER,MONKEY,TURTLE
15;SAVANNAH;OWL,LEOPARD,WHITE_TIGER
21;TUNDRA;OWL
6;JUNGLE;TIGER,OWL,TARSIER
12;SAVANNAH;TIGER
4;JUNGLE;TURTLE
20;SAVANNAH;WHITE_GORILLA,JACKALOPE
14;SAVANNAH;TARSIER,TURTLE,LYNX
11;SAVANNAH;WHITE_GORILLA
19;SAVANNAH;TARSIER
25;TUNDRA;GORILLA
29;TUNDRA;TIGER,JACKALOPE,LYNX
22;TUNDRA;WHITE_TIGER
12;SAVANNAH;TURTLE
16;SAVANNAH;LEOPARD
22;TUNDRA;TIGER
11;SAVANNAH;JACKALOPE
19;SAVANNAH;MONKEY,WHITE_TIGER,JACKALOPE
6;JUNGLE;SNAKE
14;SAVANNAH;SNAKE
16;SAVANNAH;TARSIER,WHITE_TIGER
5;JUNGLE;LYNX,WHITE_GORILLA,MONKEY
16;SAVANNAH;TARSIER,WHITE_GORILLA,GORILLA
3;JUNGLE;MONKEY,JACKALOPE,SNAKE
7;JUNGLE;LEOPARD
5;JUNGLE;TURTLE,LEOPARD
7;JUNGLE;GORILLA,WHITE_TIGER
18;SAVANNAH;MONKEY,LEOPARD,TARSIER
20;SAVANNAH;OWL,LYNX,LEOPARD
7;JUNGLE;TURTLE
22;TUNDRA;BUFFALO
20;SAVANNAH;LEOPARD
24;TUNDRA;SNAKE,LEOPARD
20;SAVANNAH;MONKEY
3;JUNGLE;TIGER,OWL
1;JUNGLE;TURTLE,WHITE_TIGER
8;JUNGLE;WHITE_GORILLA
2;JUNGLE;TIGER,GORILLA,LEOPARD
26;TUNDRA;JACKALOPE
3;JUNGLE;LEOPARD,BUFFALO
9;JUNGLE;OWL,TURTLE,GORILLA
11;SAVANNAH;LYNX,JACKALOPE
24;TUNDRA;JACKALOPE
1;JUNGLE;SNAKE
24;TUNDRA;BUFFALO,SNAKE,WHITE_TIGER
24;TUNDRA;TARSIER
10;JUNGLE;OWL,LYNX,SNAKE
7;JUNGLE;MONKEY,WHITE_GORILLA
17;SAVANNAH;OWL,GORILLA,SNAKE
1;JUNGLE;WHITE_GORILLA,OWL
24;TUNDRA;LEOPARD,WHITE_GORILLA,LYNX
11;SAVANNAH;SNAKE,TIGER
5;JUNGLE;TARSIER,GORILLA
10;JUNGLE;GORILLA
1;JUNGLE;TURTLE
4;JUNGLE;WHITE_GORILLA
27;TUNDRA;MONKEY,LEOPARD
13;SAVANNAH;WHITE_GORILLA
21;TUNDRA;TURTLE,WHITE_TIGER
21;TUNDRA;LEOPARD
16;SAVANNAH;OWL,TARSIER
2;JUNGLE;TARSIER,LEOPARD
28;TUNDRA;TIGER
27;TUNDRA;JACKALOPE
17;SAVANNAH;WHITE_GORILLA,TURTLE
23;TUNDRA;SNAKE,LEOPARD
8;JUNGLE;LEOPARD,BUFFALO
19;SAVANNAH;SNAKE,WHITE_GORILLA,LEOPARD
27;TUNDRA;SNAKE
4;JUNGLE;LEOPARD,GORILLA
7;JUNGLE;GORILLA,MONKEY
24;TUNDRA;BUFFALO,OWL,LYNX
18;SAVANNAH;BUFFALO
1;JUNGLE;LEOPARD,TARSIER
12;SAVANNAH;TURTLE,WHITE_TIGER,OWL
20;SAVANNAH;BUFFALO
22;TUNDRA;TARSIER,JACKALOPE
4;JUNGLE;TIGER,BUFFALO
20;SAVANNAH;SNAKE,OWL
5;JUNGLE;LYNX,LEOPARD,BUFFALO
26;TUNDRA;SNAKE
15;SAVANNAH;OWL,LYNX,WHITE_GORILLA
28;TUNDRA;LEOPARD,GORILLA
5;JUNGLE;BUFFALO
24;TUNDRA;TURTLE,MONKEY,TIGER
17;SAVANNAH;TARSIER,WHITE_GORILLA
26;TUNDRA;SNAKE
28;TUNDRA;TIGER,BUFFALO,TURTLE
10;JUNGLE;TURTLE,JACKALOPE
24;TUNDRA;TURTLE
22;TUNDRA;OWL
18;SAVANNAH;LEOPARD,TURTLE,SNAKE
30;TUNDRA;GORILLA,WHITE_GORILLA
10;JUNGLE;LYNX,TURTLE,WHITE_GORILLA
16;SAVANNAH;SNAKE,MONKEY,TURTLE
3;JUNGLE;TURTLE,TIGER
24;TUNDRA;JACKALOPE,BUFFALO
4;JUNGLE;JACKALOPE,OWL
10;JUNGLE;OWL
21;TUNDRA;LEOPARD,TIGER
21;TUNDRA;MONKEY,WHITE_TIGER,BUFFALO
24;TUNDRA;TIGER,SNAKE
11;SAVANNAH;TURTLE,SNAKE
4;JUNGLE;SNAKE,LEOPARD
3;JUNGLE;TURTLE,LYNX,OWL
16;SAVANNAH;TARSIER,MONKEY,TIGER
12;SAVANNAH;LYNX,GORILLA,WHITE_GORILLA
21;TUNDRA;OWL,WHITE_TIGER,WHITE_GORILLA
21;TUNDRA;SNAKE
11;SAVANNAH;TARSIER,BUFFALO
22;TUNDRA;BUFFALO
5;JUNGLE;TARSIER
9;JUNGLE;LEOPARD,JACKALOPE
12;SAVANNAH;LYNX,TIGER,BUFFALO
5;JUNGLE;TURTLE,JACKALOPE
21;TUNDRA;TARSIER,LEOPARD
2;JUNGLE;BUFFALO,JACKALOPE
25;TUNDRA;TARSIER
27;TUNDRA;MONKEY,WHITE_GORILLA
