11;SAVANNAH;MONKEY,TARSIER,OWL
13;SAVANNAH;SNAKE,GORILLA,TIGER
10;JUNGLE;LYNX,TIGER
26;TUNDRA;GORILLA,LEOPARD,MONKEY
2;JUNGLE;MONKEY
15;SAVANNAH;LEOPARD,MONKEY,JACKALOPE
10;JUNGLE;OWL
2;JUNGLE;TURTLE
21;TUNDRA;MONKEY,OWL,SNAKE
19;SAVANNAH;JACKALOPE,GORILLA,LEOPARD
26;TUNDRA;MONKEY,WHITE_TIGER
11;SAVANNAH;TARSIER,WHITE_GORILLA
6;JUNGLE;TARSIER,JACKALOPE,TIGER
6;JUNGLE;JACKALOPE,TURTLE
8;JUNGLE;TURTLE
9;JUNGLE;TIGER
6;JUNGLE;OWL,TURTLE,TARSIER
17;SAVANNAH;WHITE_TIGER,SNAKE
18;SAVANNAH;SNAKE,TIGER
8;JUNGLE;WHITE_GORILLA,BUFFALO
13;SAVANNAH;GORILLA,MONKEY
16;SAVANNAH;TIGER,JACKALOPE
21;TUNDRA;TARSIER,LEOPARD
11;SAVANNAH;LEOPARD
26;TUNDRA;JACKALOPE,SNAKE
13;SAVANNAH;SNAKE,LYNX,TIGER
25;TUNDRA;SNAKE
28;TUNDRA;OWL,TURTLE
24;TUNDRA;JACKALOPE,OWL,GORILLA
3;JUNGLE;TURTLE
24;TUNDRA;LYNX,SNAKE
24;TUNDRA;BUFFALO,WHITE_GORILLA
10;JUNGLE;MONKEY
24;TUNDRA;MONKEY,TARSIER,WHITE_TIGER
7;JUNGLE;LEOPARD,TURTLE,JACKALOPE
3;JUNGLE;MONKEY,OWL
22;TUNDRA;TARSIER,BUFFALO
20;SAVANNAH;LYNX
16;SAVANNAH;SNAKE
1;JUNGLE;SNAKE,WHITE_GORILLA
26;TUNDRA;SNAKE
26;TUNDRA;BUFFALO
25;TUNDRA;TURTLE,JACKALOPE,TIGER
4;JUNGLE;TARSIER,WHITE_TIGER
1;JUNGLE;OWL
28;TUNDRA;WHITE_TIGER
19;SAVANNAH;JACKALOPE,TARSIER
18;SAVANNAH;OWL,BUFFALO,MONKEY
10;JUNGLE;WHITE_TIGER
26;TUNDRA;GORILLA,TURTLE
29;TUNDRA;SNAKE,OWL,LEOPARD
21;TUNDRA;LYNX,TARSIER
19;SAVANNAH;LYNX,TURTLE
7;JUNGLE;LEOPARD,TURTLE
28;TUNDRA;LEOPARD,TARSIER,WHITE_TIGER
8;JUNGLE;WHITE_TIGER,TIGER,BUFFALO
14;SAVANNAH;OWL,LEOPARD
30;TUNDRA;SNAKE,TARSIER
12;SAVANNAH;TIGER
30;TUNDRA;OWL,WHITE_GORILLA
20;SAVANNAH;BUFFALO
15;SAVANNAH;OWL,LYNX,JACKALOPE
13;SAVANNAH;TARSIER
10;JUNGLE;LEOPARD,OWL,TURTLE
21;TUNDRA;MONKEY,TARSIER
11;SAVANNAH;OWL,GORILLA,JACKALOPE
20;SAVANNAH;JACKALOPE,LYNX,TIGER
11;SAVANNAH;GORILLA
29;TUNDRA;WHITE_GORILLA
19;SAVANNAH;TIGER,TURTLE,WHITE_GORILLA
28;TUNDRA;WHITE_TIGER
1;JUNGLE;TURTLE,MONKEY,LEOPARD
24;TUNDRA;TIGER,SNAKE
1;JUNGLE;WHITE_TIGER,LYNX
2;JUNGLE;MONKEY
1;JUNGLE;LEOPARD,TARSIER
25;TUNDRA;TIGER,WHITE_GORILLA,WHITE_TIGER
14;SAVANNAH;JACKALOPE
26;TUNDRA;WHITE_GORILLA,JACKALOPE
13;SAVANNAH;TIGER
11;SAVANNAH;JACKALOPE,WHITE_TIGER
21;TUNDRA;LYNX,TURTLE,WHITE_TIGER
18;SAVANNAH;BUFFALO
14;SAVANNAH;WHITE_TIGER
27;TUNDRA;OWL
17;SAVANNAH;WHITE_TIGER
9;JUNGLE;BUFFALO
26;TUNDRA;GORILLA,TURTLE,LEOPARD
10;JUNGLE;SNAKE,TARSIER
17;SAVANNAH;BUFFALO
2;JUNGLE;WHITE_GORILLA
24;TUNDRA;SNAKE,TIGER,TARSIER
25;TUNDRA;OWL,LYNX
26;TUNDRA;WHITE_GORILLA
7;JUNGLE;TIGER,MONKEY,JACKALOPE
24;TUNDRA;LEOPARD,JACKALOPE
29;TUNDRA;JACKALOPE
21;TUNDRA;JACKALOPE,TIGER,BUFFALO
22;TUNDRA;GORILLA
29;TUNDRA;JACKALOPE,LYNX,OWL
18;SAVANNAH;SNAKE,WHITE_GORILLA,TURTLE
11;SAVANNAH;JACKALOPE
18;SAVANNAH;GORILLA
24;TUNDRA;TIGER,LYNX,WHITE_GORILLA
6;JUNGLE;WHITE_TIGER
25;TUNDRA;BUFFALO
18;SAVANNAH;JACKALOPE,LEOPARD,WHITE_TIGER
8;JUNGLE;JACKALOPE,TURTLE
13;SAVANNAH;GORILLA,LYNX
13;SAVANNAH;OWL,LYNX
18;SAVANNAH;WHITE_TIGER
5;JUNGLE;OWL,WHITE_TIGER
18;SAVANNAH;LYNX
23;TUNDRA;WHITE_TIGER,GORILLA
22;TUNDRA;OWL,BUFFALO
21;TUNDRA;LEOPARD
17;SAVANNAH;SNAKE,GORILLA,WHITE_TIGER
9;JUNGLE;SNAKE,MONKEY,WHITE_GORILLA
2;JUNGLE;LEOPARD,BUFFALO
28;TUNDRA;LYNX,TIGER
19;SAVANNAH;MONKEY
13;SAVANNAH;BUFFALO
30;TUNDRA;JACKALOPE,GORILLA,LEOPARD
9;JUNGLE;TURTLE,LYNX
2;JUNGLE;TURTLE,WHITE_TIGER,BUFFALO
7;JUNGLE;WHITE_GORILLA,WHITE_TIGER
19;SAVANNAH;WHITE_TIGER,TIGER
9;JUNGLE;TARSIER
15;SAVANNAH;TARSIER,TIGER,SNAKE
7;JUNGLE;GORILLA,LEOPARD,TIGER
10;JUNGLE;OWL,BUFFALO
27;TUNDRA;MONKEY
12;SAVANNAH;LYNX
15;SAVANNAH;MONKEY,WHITE_GORILLA
4;JUNGLE;WHITE_GORILLA
10;JUNGLE;LEOPARD,WHITE_GORILLA,GORILLA
16;SAVANNAH;TIGER
11;SAVANNAH;WHITE_GORILLA
13;SAVANNAH;OWL,LEOPARD
12;SAVANNAH;JACKALOPE,GORILLA
18;SAVANNAH;OWL
9;JUNGLE;LYNX
14;SAVANNAH;BUFFALO,TARSIER
21;TUNDRA;LYNX,LEOPARD
28;TUNDRA;LEOPARD
3;JUNGLE;MONKEY,LYNX
5;JUNGLE;OWL,JACKALOPE
2;JUNGLE;WHITE_GORILLA,LEOPARD,BUFFALO
21;TUNDRA;SNAKE
1;JUNGLE;TIGER,SNAKE,OWL
13;SAVANNAH;TIGER
9;JUNGLE;GORILLA
30;TUNDRA;SNAKE,TARSIER
13;SAVANNAH;LYNX
25;TUNDRA;SNAKE,OWL,WHITE_GORILLA
12;SAVANNAH;MONKEY,LYNX
2;JUNGLE;SNAKE
2;JUNGLE;TARSIER,WHITE_GORILLA
30;TUNDRA;TARSIER
18;SAVANNAH;TARSIER
10;JUNGLE;WHITE_TIGER,WHITE_GORILLA
11;SAVANNAH;WHITE_TIGER,OWL,TARSIER
11;SAVANNAH;LYNX,SNAKE
8;JUNGLE;SNAKE
27;TUNDRA;TARSIER,LEOPARD,TIGER
22;TUNDRA;BUFFALO
27;TUNDRA;LEOPARD,GORILLA
23;TUNDRA;LYNX
5;JUNGLE;LEOPARD,TIGER,JACKALOPE
19;SAVANNAH;TIGER
6;JUNGLE;TIGER,LYNX,SNAKE
3;JUNGLE;GORILLA,LEOPARD
1;JUNGLE;LEOPARD,MONKEY
8;JUNGLE;TARSIER,LYNX,MONKEY
