16;SAVANNAH;MONKEY,SNAKE
20;SAVANNAH;JACKALOPE
28;TUNDRA;OWL
15;SAVANNAH;WHITE_TIGER,GORILLA
13;SAVANNAH;LEOPARD,MONKEY
25;TUNDRA;GORILLA
23;TUNDRA;LEOPARD
18;SAVANNAH;TURTLE,JACKALOPE,MONKEY
23;TUNDRA;JACKALOPE
12;SAVANNAH;LEOPARD,TIGER,TARSIER
12;SAVANNAH;WHITE_TIGER
4;JUNGLE;OWL,WHITE_TIGER
6;JUNGLE;TARSIER,BUFFALO
9;JUNGLE;MONKEY,TARSIER,WHITE_TIGER
8;JUNGLE;OWL
21;TUNDRA;WHITE_GORILLA,BUFFALO
3;JUNGLE;GORILLA
3;JUNGLE;TARSIER
21;TUNDRA;WHITE_TIGER
27;TUNDRA;MONKEY,LEOPARD,BUFFALO
21;TUNDRA;JACKALOPE
15;SAVANNAH;TURTLE
21;TUNDRA;LYNX
25;TUNDRA;TIGER,MONKEY,WHITE_TIGER
2;JUNGLE;BUFFALO,WHITE_TIGER
16;SAVANNAH;OWL,SNAKE
7;JUNGLE;JACKALOPE
2;JUNGLE;OWL
17;SAVANNAH;TURTLE
18;SAVANNAH;GORILLA
12;SAVANNAH;LEOPARD,LYNX,SNAKE
23;TUNDRA;LEOPARD,MONKEY,OWL
7;JUNGLE;WHITE_TIGER,LEOPARD
2;JUNGLE;MONKEY,LEOPARD
27;TUNDRA;MONKEY,SNAKE
29;TUNDRA;GORILLA,MONKEY,TARSIER
28;TUNDRA;LYNX
28;TUNDRA;GORILLA,OWL,TARSIER
8;JUNGLE;SNAKE
25;TUNDRA;WHITE_TIGER,OWL
5;JUNGLE;TIGER,TARSIER,WHITE_TIGER
2;JUNGLE;TARSIER,JACKALOPE,TIGER
19;SAVANNAH;SNAKE,BUFFALO
20;SAVANNAH;GORILLA
19;SAVANNAH;GORILLA,MONKEY,SNAKE
1;JUNGLE;WHITE_GORILLA,MONKEY
30;TUNDRA;WHITE_TIGER,WHITE_GORILLA,JACKALOPE
8;JUNGLE;LEOPARD
14;SAVANNAH;TURTLE
27;TUNDRA;LYNX
19;SAVANNAH;MONKEY,TIGER
29;TUNDRA;TIGER,MONKEY
26;TUNDRA;WHITE_TIGER,WHITE_GORILLA
15;SAVANNAH;WHITE_GORILLA,TARSIER,OWL
28;TUNDRA;JACKALOPE
7;JUNGLE;TIGER
28;TUNDRA;OWL,LEOPARD,TIGER
14;SAVANNAH;WHITE_GORILLA
25;TUNDRA;TIGER,TURTLE,BUFFALO
24;TUNDRA;JACKALOPE,SNAKE
29;TUNDRA;LYNX
13;SAVANNAH;WHITE_TIGER,LYNX
19;SAVANNAH;LYNX
12;SAVANNAH;MONKEY
18;SAVANNAH;TARSIER
18;SAVANNAH;JACKALOPE
29;TUNDRA;JACKALOPE,GORILLA,BUFFALO
21;TUNDRA;WHITE_TIGER,SNAKE,MONKEY
1;JUNGLE;SNAKE
29;TUNDRA;GORILLA,TURTLE,MONKEY
4;JUNGLE;JACKALOPE
13;SAVANNAH;TIGER,GORILLA,JACKALOPE
13;SAVANNAH;OWL,WHITE_TIGER
16;SAVANNAH;TARSIER
9;JUNGLE;GORILLA,JACKALOPE
29;TUNDRA;TURTLE
25;TUNDRA;TARSIER
28;TUNDRA;GORILLA,MONKEY
1;JUNGLE;OWL,JACKALOPE
24;TUNDRA;BUFFALO,WHITE_TIGER
12;SAVANNAH;JACKALOPE
7;JUNGLE;JACKALOPE,WHITE_GORILLA
11;SAVANNAH;TARSIER
9;JUNGLE;JACKALOPE,GORILLA
29;TUNDRA;TARSIER
14;SAVANNAH;LYNX,MONKEY
8;JUNGLE;SNAKE,TARSIER
6;JUNGLE;BUFFALO,SNAKE
4;JUNGLE;WHITE_TIGER,OWL,LEOPARD
12;SAVANNAH;TIGER
3;JUNGLE;WHITE_GORILLA
24;TUNDRA;OWL,SNAKE,LEOPARD
22;TUNDRA;SNAKE,TIGER,TURTLE
14;SAVANNAH;GORILLA
16;SAVANNAH;TURTLE,WHITE_GORILLA,WHITE_TIGER
7;JUNGLE;BUFFALO,TIGER
23;TUNDRA;TURTLE,JACKALOPE,TARSIER
21;TUNDRA;JACKALOPE,WHITE_GORILLA
29;TUNDRA;MONKEY
16;SAVANNAH;JACKALOPE,WHITE_GORILLA,TARSIER
14;SAVANNAH;OWL,TURTLE
17;SAVANNAH;TURTLE,GORILLA
6;JUNGLE;TURTLE,LYNX
16;SAVANNAH;BUFFALO,TARSIER
17;SAVANNAH;SNAKE
17;SAVANNAH;JACKALOPE
26;TUNDRA;SNAKE,BUFFALO,MONKEY
25;TUNDRA;OWL,BUFFALO
23;TUNDRA;BUFFALO,GORILLA,TARSIER
7;JUNGLE;TURTLE,LYNX,JACKALOPE
6;JUNGLE;TARSIER
26;TUNDRA;TIGER,LYNX,GORILLA
28;TUNDRA;WHITE_GORILLA,LEOPARD,WHITE_TIGER
10;JUNGLE;WHITE_TIGER,WHITE_GORILLA,TIGER
19;SAVANNAH;SNAKE
16;SAVANNAH;MONKEY,WHITE_GORILLA
5;JUNGLE;WHITE_GORILLA,TURTLE
13;SAVANNAH;LEOPARD,TIGER,WHITE_TIGER
21;TUNDRA;WHITE_TIGER,JACKALOPE
9;JUNGLE;LYNX
22;TUNDRA;WHITE_TIGER
21;TUNDRA;BUFFALO,OWL,WHITE_GORILLA
30;TUNDRA;MONKEY
2;JUNGLE;LYNX,LEOPARD,TARSIER
26;TUNDRA;SNAKE
1;JUNGLE;WHITE_GORILLA,SNAKE,BUFFALO
21;TUNDRA;JACKALOPE,GORILLA,BUFFALO
4;JUNGLE;JACKALOPE,LYNX
20;SAVANNAH;JACKALOPE,GORILLA
4;JUNGLE;SNAKE,WHITE_TIGER
20;SAVANNAH;LYNX
2;JUNGLE;TIGER,SNAKE,WHITE_GORILLA
20;SAVANNAH;TURTLE,WHITE_TIGER
26;TUNDRA;LEOPARD
1;JUNGLE;LYNX,WHITE_GORILLA
14;SAVANNAH;TARSIER
27;TUNDRA;MONKEY
2;JUNGLE;TURTLE
1;JUNGLE;OWL,TIGER,LEOPARD
28;TUNDRA;JACKALOPE,WHITE_TIGER,TIGER
26;TUNDRA;TARSIER,SNAKE,OWL
17;SAVANNAH;TURTLE,LYNX
18;SAVANNAH;LYNX
23;TUNDRA;GORILLA,TIGER,BUFFALO
9;JUNGLE;MONKEY,LYNX,TURTLE
17;SAVANNAH;WHITE_GORILLA,JACKALOPE,TARSIER
21;TUNDRA;TARSIER,GORILLA
19;SAVANNAH;OWL,WHITE_TIGER
5;JUNGLE;GORILLA,OWL,LYNX
29;TUNDRA;WHITE_TIGER,JACKALOPE
18;SAVANNAH;JACKALOPE,SNAKE
16;SAVANNAH;WHITE_TIGER,JACKALOPE
6;JUNGLE;WHITE_TIGER,JACKALOPE
23;TUNDRA;TURTLE
24;TUNDRA;LYNX
