17;SAVANNAH;WHITE_TIGER,BUFFALO
10;JUNGLE;MONKEY,TURTLE
9;JUNGLE;GORILLA
30;TUNDRA;WHITE_TIGER
25;TUNDRA;WHITE_TIGER,TURTLE,OWL
13;SAVANNAH;TARSIER,LEOPARD,LYNX
17;SAVANNAH;TURTLE,SNAKE,WHITE_TIGER
15;SAVANNAH;JACKALOPE,OWL
17;SAVANNAH;TIGER
26;TUNDRA;GORILLA
12;SAVANNAH;OWL,LEOPARD,TURTLE
10;JUNGLE;WHITE_GORILLA
9;JUNGLE;MONKEY,SNAKE,TARSIER
28;TUNDRA;BUFFALO
26;TUNDRA;SNAKE,OWL,GORILLA
28;TUNDRA;LEOPARD
16;SAVANNAH;SNAKE
10;JUNGLE;GORILLA
17;SAVANNAH;TARSIER,JACKALOPE
30;TUNDRA;BUFFALO,MONKEY
30;TUNDRA;JACKALOPE,TURTLE
18;SAVANNAH;OWL,WHITE_GORILLA,SNAKE
15;SAVANNAH;LEOPARD,JACKALOPE
6;JUNGLE;TARSIER,WHITE_GORILLA
16;SAVANNAH;WHITE_TIGER,TIGER,WHITE_GORILLA
10;JUNGLE;SNAKE,TIGER,TARSIER
27;TUNDRA;TARSIER
29;TUNDRA;TIGER,MONKEY
30;TUNDRA;GORILLA,TARSIER
6;JUNGLE;MONKEY,LEOPARD,LYNX
12;SAVANNAH;BUFFALO,GORILLA
26;TUNDRA;LYNX,LEOPARD
7;JUNGLE;WHITE_TIGER,WHITE_GORILLA
28;TUNDRA;BUFFALO,GORILLA,TIGER
26;TUNDRA;TIGER
27;TUNDRA;BUFFALO
22;TUNDRA;TIGER,WHITE_TIGER
2;JUNGLE;LYNX
6;JUNGLE;WHITE_TIGER,TIGER,LYNX
28;TUNDRA;GORILLA,LEOPARD,SNAKE
20;SAVANNAH;TURTLE
14;SAVANNAH;WHITE_TIGER,OWL
8;JUNGLE;BUFFALO,TARSIER,MONKEY
13;SAVANNAH;OWL,GORILLA
10;JUNGLE;MONKEY,TIGER,TURTLE
19;SAVANNAH;LYNX,BUFFALO,TURTLE
10;JUNGLE;MONKEY,TARSIER
12;SAVANNAH;BUFFALO
12;SAVANNAH;GORILLA,LYNX
17;SAVANNAH;MONKEY
27;TUNDRA;GORILLA
19;SAVANNAH;TURTLE,SNAKE
19;SAVANNAH;JACKALOPE,LYNX
1;JUNGLE;LEOPARD
30;TUNDRA;SNAKE
10;JUNGLE;SNAKE
20;SAVANNAH;LYNX,LEOPARD
1;JUNGLE;TURTLE,GORILLA
7;JUNGLE;LEOPARD,MONKEY
24;TUNDRA;JACKALOPE
18;SAVANNAH;TURTLE,GORILLA,WHITE_TIGER
8;JUNGLE;BUFFALO
20;SAVANNAH;SNAKE,OWL,LEOPARD
21;TUNDRA;GORILLA
19;SAVANNAH;JACKALOPE
21;TUNDRA;BUFFALO
19;SAVANNAH;TIGER,WHITE_GORILLA
13;SAVANNAH;BUFFALO,LEOPARD,GORILLA
18;SAVANNAH;TIGER,SNAKE,LEOPARD
6;JUNGLE;SNAKE,OWL
23;TUNDRA;GORILLA,WHITE_TIGER,MONKEY
17;SAVANNAH;TARSIER
1;JUNGLE;LYNX
30;TUNDRA;LEOPARD
14;SAVANNAH;BUFFALO,GORILLA,LEOPARD
11;SAVANNAH;JACKALOPE,BUFFALO
7;JUNGLE;LEOPARD,LYNX,WHITE_GORILLA
3;JUNGLE;JACKALOPE
24;TUNDRA;LYNX
25;TUNDRA;SNAKE,LEOPARD
18;SAVANNAH;LEOPARD
2;JUNGLE;WHITE_GORILLA
14;SAVANNAH;LYNX
8;JUNGLE;LYNX
15;SAVANNAH;LEOPARD
10;JUNGLE;MONKEY,LEOPARD
23;TUNDRA;LYNX,OWL,SNAKE
5;JUNGLE;WHITE_GORILLA,LEOPARD
2;JUNGLE;SNAKE
7;JUNGLE;OWL
6;JUNGLE;OWL,TARSIER
21;TUNDRA;LYNX,BUFFALO,WHITE_TIGER
11;SAVANNAH;JACKALOPE,TIGER
8;JUNGLE;TURTLE,JACKALOPE,OWL
25;TUNDRA;JACKALOPE,TURTLE,OWL
2;JUNGLE;BUFFALO,OWL
26;TUNDRA;WHITE_TIGER,MONKEY
24;TUNDRA;GORILLA,TIGER
18;SAVANNAH;JACKALOPE,BUFFALO
16;SAVANNAH;TURTLE,MONKEY,LYNX
18;SAVANNAH;LEOPARD
16;SAVANNAH;TURTLE,SNAKE,WHITE_GORILLA
12;SAVANNAH;TIGER,OWL,TARSIER
20;SAVANNAH;BUFFALO
26;TUNDRA;LEOPARD
27;TUNDRA;BUFFALO,OWL
17;SAVANNAH;TURTLE,LEOPARD
1;JUNGLE;TURTLE,GORILLA
22;TUNDRA;WHITE_GORILLA,OWL
2;JUNGLE;TARSIER,JACKALOPE
5;JUNGLE;TURTLE,JACKALOPE,LEOPARD
3;JUNGLE;TARSIER,TURTLE
1;JUNGLE;LYNX
23;TUNDRA;TIGER,OWL,TURTLE
29;TUNDRA;LYNX,WHITE_TIGER,OWL
24;TUNDRA;OWL,TARSIER,LYNX
24;TUNDRA;OWL
1;JUNGLE;OWL,SNAKE
19;SAVANNAH;GORILLA,TARSIER
17;SAVANNAH;BUFFALO,JACKALOPE,WHITE_TIGER
11;SAVANNAH;TIGER,SNAKE
29;TUNDRA;MONKEY
11;SAVANNAH;WHITE_TIGER
12;SAVANNAH;WHITE_GORILLA
24;TUNDRA;BUFFALO,JACKALOPE
29;TUNDRA;JACKALOPE,MONKEY,BUFFALO
22;TUNDRA;OWL,MONKEY,BUFFALO
9;JUNGLE;WHITE_GORILLA,BUFFALO
23;TUNDRA;WHITE_TIGER
5;JUNGLE;OWL,SNAKE,JACKALOPE
23;TUNDRA;MONKEY,OWL
22;TUNDRA;TURTLE
2;JUNGLE;OWL
17;SAVANNAH;WHITE_TIGER,TURTLE,JACKALOPE
11;SAVANNAH;TARSIER,SNAKE
28;TUNDRA;GORILLA,WHITE_GORILLA
6;JUNGLE;TURTLE,SNAKE,BUFFALO
